F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-GlyphPositioningState,F16-Source,F16-List,F16-PercentBaseContext,F16-PDFArray,F16-Object,F16-NA,F16-AFPResourceLevel,F16-void,F16-int,F16-Character,F16-PDFAction,F16-VolatileImage,F16-Property,F16-boolean,F16-EmbedFontInfo[],F16-String,F16-Integer,F16-Font,F3-NA,F3-PrintRenderer.START_PAGE,F3-Constants.EN_STATIC,F3-Block,F3-Integer,F3-Class,F3-Long,F3-null,F3-byte[],F3-Object,F3-PercentBaseContext,F3-double,F3-String,F3-resolveReference((PDFReferenceExtension)entry),F3-TablePart,F3-Double,F3-int,F3-Float,F3-FontTriplet,F3-cell.getRtfAttributes(),F7--,F7-/,F7-++,F7-%,F7-&,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-InternalResourceResolver,F12-boolean,F12-GlyphMapping,F12-String,F12-FopFactory,F12-InlineLevelLayoutManager,F12-double,F12-List,F12-ObjectBuiltListener,F12-Character,F12-Log,F12-Set,F12-Paint,F17-static,F17-final,F17-NA,F2-Document,F2-NA,F2-Map<String Float>,F2-Integer,F2-Set,F2-StringBuffer,F2-List<Double>,F2-Math,F2-Map<Integer Integer>,F2-Map<Integer Map<Integer Integer>>,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-FontInfo,F2-BufferedReader,F2-System,F2-List,F2-OutputStream,F2-File,F6-org.apache.fop.pdf.PDFDictionary,F6-org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTextrun.RtfCloseGroupMark,F6-NA,F6-java.lang.Long,F6-org.apache.fop.fo.StaticPropertyList,F6-java.util.HashSet,F6-java.lang.Float,F6-java.io.ObjectOutputStream,F6-java.lang.Integer,F6-java.lang.Character,F6-java.lang.Byte,F6-java.net.URLClassLoader,F6-java.io.File,F6-org.apache.fop.layoutmgr.inline.LineArea,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.fop.fonts.truetype.CFFDataInput,F6-org.apache.fop.layoutmgr.table.ActiveCell,F6-java.lang.Double,F6-javax.xml.transform.dom.DOMSource,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-add,F1-getInternalFontKey,F1-setCurrentColumnRowSpanning,F1-readLine,F1-next,F1-write,F1-get,F1-toLowerCase,F1-equals,F1-append,F1-compareTo,F1-getValue,F1-charAt,F1-writeOneAttribute,F1-put,F1-addBlock,F1-toString,F1-getPosition,F1-mkdirs,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-KnuthNode,F5-java.security.SecureClassLoader,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-SVGContext,F5-java.io.OutputStream,F5-RtfElement,F5-java.util.AbstractSet,F5-Property,F5-java.util.HashMap,F9-country,F9-data,F9-footnoteElementIndex,F9-trailerSegment,F9-values,F9-currentFontName,F9-modDate,F9-cropValues,F9-oldFDIndex,F9-currentKeepContext,F9-alternatesIndex,F9-defaultResourceLevels,F9-fo,F9-NA,F9-componentId,F9-firstTrailingWhiteSpace,F9-red,F9-breaker,F9-oid,F9-adjustments,F10-NA,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-Process,F4-long,F4-StringBuffer,F4-Rectangle,F4-RendererContext,F4-char,F4-Object,F4-Float,F4-void,F4-double,F4-String,F4-int,F4-Map<Integer Integer>,F4-Text,F8-FOCharIterator,F8-PageSequence,F8-PDFTextUtil,F8-GlyphSubstitutionState,F8-PDFFunction,F8-PDFLink,F8-ImageContent,F8-AreaInfo,F8-PFBData,F8-PDFColor,F8-PageBreakingAlgorithm,F8-CustomFont,F8-PendingInline,F8-ObjectType,F8-FDIndexReference,F8-NA,F8-Java2DFontMetrics,F8-RtfExternalGraphic,F8-MultiByteFont,F8-KnuthPageNode,F11-obListener,F11-GSTATE_LINE_CAP,F11-lineAlignment,F11-DEFAULT_SPACE_WIDTH,F11-NA,F11-log,F11-demerits,F11-dpi,F11-labelFirstIndex,F11-filtered,F11-GSTATE_LINE_WIDTH,F11-currentCode,F11-factory,F11-paint,F11-breakPositions,F11-unitsPerEm,F11-resourceResolver,F11-serialVersionUID,F11-lineCount,F11-inlineLM,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-spepping@apache.org,F71-keiron@apache.org,F71-pherweg@apache.org,F71-adelmelle@apache.org,F71-mehdi@apache.org,F71-acumiskey@apache.org,F71-phancock@apache.org,F71-jeremias@apache.org,F71-ssteiner@apache.org,F71-gadams@apache.org,F71-rmeyer@apache.org,F71-maxberger@apache.org,F71-manuel@apache.org,F71-bckfnn@apache.org,F71-cbowditch@apache.org,F71-lfurini@apache.org,F71-gmazza@apache.org,F71-vhennebert@apache.org,F71-lbernardo@apache.org,F71-vmote@apache.org,F74,F73,F84,F146,category
1014,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRawCCITTFax.java,1235,true,8,7,2484,1,8,247,1,48,0.5142857142857142,56,30,0.5357142857142857,0.25,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,1,0.018612521150592216,0.001692047377326565,8.460236886632825E-4,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,1,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1014,264,5,365,close
1014,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRawCCITTFax.java,1235,true,3,7,2484,1,8,247,1,48,0.8761904761904762,56,30,0.5357142857142857,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,1,0.018612521150592216,0.001692047377326565,8.460236886632825E-4,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,3,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1014,264,5,365,close
1014,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRawJPEG.java,1235,true,43,8,2484,1,8,247,5,48,0.44390243902439025,143,37,0.25874125874125875,0.046511627906976744,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,2,0.018612521150592216,0.001692047377326565,0.001692047377326565,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,0,652,1235,1014,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,264,5,365,close
1014,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRawJPEG.java,1235,true,43,8,2484,1,8,247,5,48,0.45365853658536587,143,37,0.25874125874125875,0.06976744186046512,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.018612521150592216,0.001692047377326565,0.001692047377326565,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,0,652,1235,1014,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,264,5,365,close
1014,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRawStream.java,1235,true,3,6,2484,1,8,247,1,48,0.6530612244897959,56,27,0.48214285714285715,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,4,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,654,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1014,264,5,365,close
900,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRenderedImage.java,1065,true,22,13,2484,4,8,247,3,48,0.24379232505643342,328,59,0.1798780487804878,0.09090909090909091,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,18,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,285,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,645,264,5,365,close
900,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRenderedImage.java,1065,true,22,13,2484,4,8,247,3,48,0.24830699774266365,328,59,0.1798780487804878,0.13636363636363635,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,18,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,285,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,645,264,5,365,close
900,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerRenderedImage.java,1065,true,3,13,2484,4,8,247,1,48,0.23024830699774265,328,59,0.1798780487804878,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,1,0.018612521150592216,0.0025380710659898475,8.460236886632825E-4,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,20,1530,2317,1892,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,285,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,645,264,5,365,close
1084,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerSVG.java,1421,true,38,7,2484,1,8,247,1,48,0.41847826086956524,114,42,0.3684210526315789,0.05263157894736842,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,4,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,469,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,829,264,5,365,close
1084,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerSVG.java,1421,true,38,7,2484,1,8,247,1,48,0.44021739130434784,114,42,0.3684210526315789,0.13157894736842105,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,STYLE,0.052521008403361345,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.018612521150592216,0.0025380710659898475,0.001692047377326565,-1.0,0.0,0.0,0.09240246406570841,1.0000659760474835,-0.9622641509433962,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,4,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,469,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,829,264,5,365,close
1084,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPImageHandlerSVG.java,1421,true,3,7,2484,1,8,247,1,48,0.8804347826086957,114,42,0.3684210526315789,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,MALICIOUS_CODE,0.0934873949579832,EI_EXPOSE_REP,18,2,1,0.018612521150592216,0.0025380710659898475,8.460236886632825E-4,-1.0,0.011764705882352941,0.0019377162629757784,0.01818181818181818,0.13790434793265874,-0.9764705882352941,0.0,0.0028708133971291866,0.13790434793265874,-1.0,-1.0,4,1444,2251,1806,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,469,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,829,264,5,365,close
829,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPPainter.java,1011,true,0,25,2484,5,0,247,1,48,0.7564102564102564,829,73,0.08805790108564536,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,I18N,0.02100840336134454,DM_DEFAULT_ENCODING,19,1,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.1,0.045000000000000005,0.04081632653061224,7.383828166835248E-4,-0.8,0.0,0.0019138755980861245,7.383828166835248E-4,-1.0,-1.0,17,942,1624,1304,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,228,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,588,264,5,365,close
426,org/apache/fop/render/afp,org/apache/fop/render/afp/AFPRendererConfigurator.java,216,true,7,6,2484,1,12,247,2,48,0.4230769230769231,117,25,0.21367521367521367,0.5714285714285714,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,STYLE,0.11659663865546219,BC_UNCONFIRMED_CAST,20,3,1,0.018612521150592216,8.460236886632825E-4,8.460236886632825E-4,-1.0,0.019230769230769232,6.50377473984901E-4,0.09240246406570841,1.0000659760474835,-0.9038461538461539,0.0,0.0430622009569378,1.0000659760474835,-1.0,-1.0,9,645,1207,1007,2,0.0,0,2,0,4,4.3094160741219563E-4,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,4,0,4.3094160741219563E-4,66,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,426,264,5,365,close
